ID	Sample_name	Row	Col	Population	Harv_2023_1	Harv_2023_2	Harv_2024_1	Harv_2024_2	Sample_id
WC17-053-3	WC170533	118	19	DiversityPanel	NA	NA	NA	NA	WC170533   118,19
WC17-053-4	WC170534	119	1	DiversityPanel	NA	NA	NA	NA	WC170534   119,1
WC17-057-2	WC170572	119	2	DiversityPanel	NA	NA	NA	NA	WC170572   119,2
WC17-062-1	WC170621	119	3	DiversityPanel	NA	NA	NA	NA	WC170621   119,3
WC17-063	WC17063	119	4	DiversityPanel	NA	NA	NA	NA	WC17063   119,4
WC17-064	WC17064	119	5	DiversityPanel	NA	NA	NA	NA	WC17064   119,5
WC17-065-1	WC170651	119	6	DiversityPanel	NA	NA	NA	NA	WC170651   119,6
WC17-065-2	WC170652	119	7	DiversityPanel	NA	NA	NA	NA	WC170652   119,7
WC17-065-3	WC170653	119	8	DiversityPanel	NA	NA	NA	NA	WC170653   119,8
WC17-070-1	WC170701	119	9	DiversityPanel	NA	NA	NA	NA	WC170701   119,9
WC17-070-7	WC170707	119	10	DiversityPanel	NA	NA	NA	NA	WC170707   119,10
WC17-072-1	WC170721	119	11	DiversityPanel	NA	NA	NA	NA	WC170721   119,11
WC17-074-3	WC170743	119	13	DiversityPanel	NA	NA	NA	NA	WC170743   119,13
WC17-074-5	WC170745	119	14	DiversityPanel	NA	NA	NA	NA	WC170745   119,14
WC17-079-4	WC170794	119	15	DiversityPanel	NA	NA	NA	NA	WC170794   119,15
WC17-081-1	WC170811	119	16	DiversityPanel	NA	NA	NA	NA	WC170811   119,16
WC17-086-1	WC170861	119	17	DiversityPanel	NA	NA	NA	NA	WC170861   119,17
WC17-090-6	WC170906	119	18	DiversityPanel	NA	NA	NA	NA	WC170906   119,18
WC17-099-2	WC170992	119	19	DiversityPanel	NA	NA	NA	NA	WC170992   119,19
Wilcox	Wilcox	107	11	DiversityPanel	NA	NA	NA	NA	Wilcox   107,11
WSU108	WSU108	107	12	DiversityPanel	NA	NA	NA	NA	WSU108   107,12
YBS01	YBS01	107	14	DiversityPanel	NA	NA	NA	NA	YBS01   107,14
YBS02	YBS02	107	15	DiversityPanel	NA	NA	NA	NA	YBS02   107,15
YBS05	YBS05	107	16	DiversityPanel	NA	NA	NA	NA	YBS05   107,16
YBS06	YBS06	107	17	DiversityPanel	NA	NA	NA	NA	YBS06   107,17
YBS07	YBS07	107	18	DiversityPanel	NA	NA	NA	NA	YBS07   107,18
YBS08	YBS08	107	19	DiversityPanel	NA	NA	NA	NA	YBS08   107,19
YBS09	YBS09	108	1	DiversityPanel	NA	NA	NA	NA	YBS09   108,1
YBS10	YBS10	108	2	DiversityPanel	NA	NA	NA	NA	YBS10   108,2
YBS11	YBS11	108	4	DiversityPanel	NA	NA	NA	NA	YBS11   108,4
YBS12	YBS12	108	5	DiversityPanel	NA	NA	NA	NA	YBS12   108,5
YBS13	YBS13	108	6	DiversityPanel	NA	NA	NA	NA	YBS13   108,6
YBS14	YBS14	108	7	DiversityPanel	NA	NA	NA	NA	YBS14   108,7
YBS16	YBS16	108	8	DiversityPanel	NA	NA	NA	NA	YBS16   108,8
YBS17	YBS17	108	9	DiversityPanel	NA	NA	NA	NA	YBS17   108,9
YBS18	YBS18	108	10	DiversityPanel	NA	NA	NA	NA	YBS18   108,10
YBS19	YBS19	108	11	DiversityPanel	NA	NA	NA	NA	YBS19   108,11
YBS20	YBS20	108	12	DiversityPanel	NA	NA	NA	NA	YBS20   108,12
YBS21	YBS21	108	13	DiversityPanel	NA	NA	NA	NA	YBS21   108,13
YBS22	YBS22	108	14	DiversityPanel	NA	NA	NA	NA	YBS22   108,14
YBS23	YBS23	108	15	DiversityPanel	NA	NA	NA	NA	YBS23   108,15
Yellow Bell	YellowBell	107	13	DiversityPanel	NA	NA	NA	NA	YellowBell   107,13
#35 (WC16-35)	No351635	20	27	ColorPanel	NA	NA	NA	NA	No351635   20,27
Ben Lear (WC12-84)	BenLear1284	20	28	ColorPanel	NA	NA	NA	NA	BenLear1284   20,28
CNJ04-23-7	CNJ0423701	14	22	ColorPanel	NA	NA	NA	NA	CNJ0423701   14,22
CNJ04-23-7	CNJ0423702	12	27	ColorPanel	NA	NA	NA	NA	CNJ0423702   12,27
CNJ04-23-7	CNJ0423703	4	26	ColorPanel	NA	NA	NA	NA	CNJ0423703   4,26
CNJ04-23-7	CNJ0423704	6	21	ColorPanel	NA	NA	NA	NA	CNJ0423704   6,21
CNJ04-23-9	CNJ04239	1	28	ColorPanel	NA	NA	NA	NA	CNJ04239   1,28
CNJ05-34-40	CNJ053440	1	20	ColorPanel	NA	NA	NA	NA	CNJ053440   1,20
CNJ08-233-1	CNJ082331	2	20	ColorPanel	NA	NA	NA	NA	CNJ082331   2,20
CNJ08-233-12	CNJ0823312	2	27	ColorPanel	NA	NA	NA	NA	CNJ0823312   2,27
CNJ08-233-15	CNJ0823315	2	28	ColorPanel	NA	NA	NA	NA	CNJ0823315   2,28
CNJ08-233-19	CNJ0823319	7	28	ColorPanel	NA	NA	NA	NA	CNJ0823319   7,28
CNJ08-233-21	CNJ0823321	8	26	ColorPanel	NA	NA	NA	NA	CNJ0823321   8,26
CNJ08-233-23	CNJ0823323	8	28	ColorPanel	NA	NA	NA	NA	CNJ0823323   8,28
CNJ08-233-24	CNJ0823324	9	24	ColorPanel	NA	NA	NA	NA	CNJ0823324   9,24
CNJ08-233-26	CNJ0823326	9	27	ColorPanel	NA	NA	NA	NA	CNJ0823326   9,27
CNJ08-233-31	CNJ0823331	10	26	ColorPanel	NA	NA	NA	NA	CNJ0823331   10,26
CNJ08-233-32	CNJ0823332	13	20	ColorPanel	NA	NA	NA	NA	CNJ0823332   13,20
CNJ08-233-35	CNJ0823335	3	23	ColorPanel	NA	NA	NA	NA	CNJ0823335   3,23
CNJ08-233-36	CNJ0823336	13	25	ColorPanel	NA	NA	NA	NA	CNJ0823336   13,25
CNJ08-233-37	CNJ0823337	15	20	ColorPanel	NA	NA	NA	NA	CNJ0823337   15,20
CNJ08-233-38	CNJ0823338	2	25	ColorPanel	NA	NA	NA	NA	CNJ0823338   2,25
CNJ08-233-41	CNJ0823341	9	23	ColorPanel	NA	NA	NA	NA	CNJ0823341   9,23
CNJ08-233-43	CNJ0823343	17	23	ColorPanel	NA	NA	NA	NA	CNJ0823343   17,23
CNJ08-233-46	CNJ0823346	3	27	ColorPanel	NA	NA	NA	NA	CNJ0823346   3,27
CNJ08-233-47	CNJ0823347	1	26	ColorPanel	NA	NA	NA	NA	CNJ0823347   1,26
CNJ08-233-49	CNJ0823349	14	24	ColorPanel	NA	NA	NA	NA	CNJ0823349   14,24
CNJ08-233-51	CNJ0823351	9	22	ColorPanel	NA	NA	NA	NA	CNJ0823351   9,22
CNJ08-233-54	CNJ0823354	3	33	ColorPanel	NA	NA	NA	NA	CNJ0823354   3,33
CNJ08-233-57	CNJ0823357	3	24	ColorPanel	NA	NA	NA	NA	CNJ0823357   3,24
CNJ08-233-58	CNJ0823358	3	25	ColorPanel	NA	NA	NA	NA	CNJ0823358   3,25
CNJ08-233-62	CNJ0823362	3	20	ColorPanel	NA	NA	NA	NA	CNJ0823362   3,20
CNJ08-233-64	CNJ0823364	5	27	ColorPanel	NA	NA	NA	NA	CNJ0823364   5,27
CNJ08-233-69	CNJ0823369	6	23	ColorPanel	NA	NA	NA	NA	CNJ0823369   6,23
CNJ08-233-71	CNJ0823371	6	28	ColorPanel	NA	NA	NA	NA	CNJ0823371   6,28
CNJ08-233-73	CNJ0823373	5	28	ColorPanel	NA	NA	NA	NA	CNJ0823373   5,28
CNJ08-233-74	CNJ0823374	16	25	ColorPanel	NA	NA	NA	NA	CNJ0823374   16,25
CNJ08-233-79	CNJ0823379	15	24	ColorPanel	NA	NA	NA	NA	CNJ0823379   15,24
CNJ08-233-81	CNJ0823381	3	28	ColorPanel	NA	NA	NA	NA	CNJ0823381   3,28
CNJ12-56-02	CNJ125602	1	21	ColorPanel	NA	NA	NA	NA	CNJ125602   1,21
CNJ12-56-04	CNJ125604	1	22	ColorPanel	NA	NA	NA	NA	CNJ125604   1,22
CNJ12-56-05	CNJ125605	1	23	ColorPanel	NA	NA	NA	NA	CNJ125605   1,23
CNJ12-56-06	CNJ125606	1	24	ColorPanel	NA	NA	NA	NA	CNJ125606   1,24
CNJ12-56-07	CNJ125607	1	25	ColorPanel	NA	NA	NA	NA	CNJ125607   1,25
CNJ12-56-102	CNJ1256102	8	21	ColorPanel	NA	NA	NA	NA	CNJ1256102   8,21
CNJ12-56-105	CNJ1256105	8	23	ColorPanel	NA	NA	NA	NA	CNJ1256105   8,23
CNJ12-56-106	CNJ1256106	8	24	ColorPanel	NA	NA	NA	NA	CNJ1256106   8,24
CNJ12-56-108	CNJ1256108	8	25	ColorPanel	NA	NA	NA	NA	CNJ1256108   8,25
CNJ12-56-113	CNJ1256113	9	20	ColorPanel	NA	NA	NA	NA	CNJ1256113   9,20
CNJ12-56-124	CNJ1256124	10	20	ColorPanel	NA	NA	NA	NA	CNJ1256124   10,20
CNJ12-56-126	CNJ1256126	10	21	ColorPanel	NA	NA	NA	NA	CNJ1256126   10,21
CNJ12-56-129	CNJ1256129	10	24	ColorPanel	NA	NA	NA	NA	CNJ1256129   10,24
CNJ12-56-13	CNJ12561301	2	21	ColorPanel	NA	NA	NA	NA	CNJ12561301   2,21
CNJ12-56-130	CNJ1256130	10	25	ColorPanel	NA	NA	NA	NA	CNJ1256130   10,25
CNJ12-56-135	CNJ1256135	11	20	ColorPanel	NA	NA	NA	NA	CNJ1256135   11,20
CNJ12-56-137	CNJ1256137	11	21	ColorPanel	NA	NA	NA	NA	CNJ1256137   11,21
CNJ12-56-139	CNJ1256139	11	22	ColorPanel	NA	NA	NA	NA	CNJ1256139   11,22
CNJ12-56-14	CNJ125614	2	23	ColorPanel	NA	NA	NA	NA	CNJ125614   2,23
CNJ12-56-141	CNJ1256141	11	23	ColorPanel	NA	NA	NA	NA	CNJ1256141   11,23
CNJ12-56-142	CNJ1256142	11	24	ColorPanel	NA	NA	NA	NA	CNJ1256142   11,24
CNJ12-56-143	CNJ1256143	11	26	ColorPanel	NA	NA	NA	NA	CNJ1256143   11,26
CNJ12-56-144	CNJ1256144	11	27	ColorPanel	NA	NA	NA	NA	CNJ1256144   11,27
CNJ12-56-145	CNJ1256145	11	28	ColorPanel	NA	NA	NA	NA	CNJ1256145   11,28
CNJ12-56-146	CNJ1256146	10	27	ColorPanel	NA	NA	NA	NA	CNJ1256146   10,27
CNJ12-56-147	CNJ1256147	12	20	ColorPanel	NA	NA	NA	NA	CNJ1256147   12,20
CNJ12-56-148	CNJ1256148	12	22	ColorPanel	NA	NA	NA	NA	CNJ1256148   12,22
CNJ12-56-150	CNJ1256150	12	23	ColorPanel	NA	NA	NA	NA	CNJ1256150   12,23
CNJ12-56-153	CNJ1256153	12	24	ColorPanel	NA	NA	NA	NA	CNJ1256153   12,24
CNJ12-56-154	CNJ1256154	12	25	ColorPanel	NA	NA	NA	NA	CNJ1256154   12,25
CNJ12-56-155	CNJ1256155	12	26	ColorPanel	NA	NA	NA	NA	CNJ1256155   12,26
CNJ12-56-161	CNJ1256161	13	22	ColorPanel	NA	NA	NA	NA	CNJ1256161   13,22
CNJ12-56-162	CNJ1256162	13	23	ColorPanel	NA	NA	NA	NA	CNJ1256162   13,23
CNJ12-56-164	CNJ1256164	13	26	ColorPanel	NA	NA	NA	NA	CNJ1256164   13,26
CNJ12-56-17	CNJ12561701	2	24	ColorPanel	NA	NA	NA	NA	CNJ12561701   2,24
CNJ12-56-172	CNJ1256172	14	21	ColorPanel	NA	NA	NA	NA	CNJ1256172   14,21
CNJ12-56-179	CNJ1256179	14	25	ColorPanel	NA	NA	NA	NA	CNJ1256179   14,25
CNJ12-56-181	CNJ1256181	14	27	ColorPanel	NA	NA	NA	NA	CNJ1256181   14,27
CNJ12-56-185	CNJ1256185	15	21	ColorPanel	NA	NA	NA	NA	CNJ1256185   15,21
CNJ12-56-186	CNJ1256186	15	22	ColorPanel	NA	NA	NA	NA	CNJ1256186   15,22
CNJ12-56-188	CNJ1256188	15	23	ColorPanel	NA	NA	NA	NA	CNJ1256188   15,23
CNJ12-56-190	CNJ1256190	15	25	ColorPanel	NA	NA	NA	NA	CNJ1256190   15,25
CNJ12-56-191	CNJ1256191	15	26	ColorPanel	NA	NA	NA	NA	CNJ1256191   15,26
CNJ12-56-192	CNJ1256192	15	27	ColorPanel	NA	NA	NA	NA	CNJ1256192   15,27
CNJ12-56-195	CNJ1256195	16	20	ColorPanel	NA	NA	NA	NA	CNJ1256195   16,20
CNJ12-56-196	CNJ1256196	16	21	ColorPanel	NA	NA	NA	NA	CNJ1256196   16,21
CNJ12-56-197	CNJ1256197	16	22	ColorPanel	NA	NA	NA	NA	CNJ1256197   16,22
CNJ12-56-200	CNJ1256200	16	26	ColorPanel	NA	NA	NA	NA	CNJ1256200   16,26
CNJ12-56-201	CNJ1256201	16	28	ColorPanel	NA	NA	NA	NA	CNJ1256201   16,28
CNJ12-56-202	CNJ1256202	17	20	ColorPanel	NA	NA	NA	NA	CNJ1256202   17,20
CNJ12-56-31	CNJ125631	2	21	ColorPanel	NA	NA	NA	NA	CNJ125631   2,21
CNJ12-56-43	CNJ125643	3	26	ColorPanel	NA	NA	NA	NA	CNJ125643   3,26
CNJ12-56-50	CNJ125650	4	20	ColorPanel	NA	NA	NA	NA	CNJ125650   4,20
CNJ12-56-51	CNJ125651	4	21	ColorPanel	NA	NA	NA	NA	CNJ125651   4,21
CNJ12-56-52	CNJ125652	4	22	ColorPanel	NA	NA	NA	NA	CNJ125652   4,22
CNJ12-56-54	CNJ125654	4	23	ColorPanel	NA	NA	NA	NA	CNJ125654   4,23
CNJ12-56-56	CNJ125656	4	27	ColorPanel	NA	NA	NA	NA	CNJ125656   4,27
CNJ12-56-58	CNJ125658	5	20	ColorPanel	NA	NA	NA	NA	CNJ125658   5,20
CNJ12-56-59	CNJ125659	5	22	ColorPanel	NA	NA	NA	NA	CNJ125659   5,22
CNJ12-56-63	CNJ125663	5	25	ColorPanel	NA	NA	NA	NA	CNJ125663   5,25
CNJ12-56-67	CNJ125667	6	20	ColorPanel	NA	NA	NA	NA	CNJ125667   6,20
CNJ12-56-68	CNJ125668	6	22	ColorPanel	NA	NA	NA	NA	CNJ125668   6,22
CNJ12-56-71	CNJ125671	6	25	ColorPanel	NA	NA	NA	NA	CNJ125671   6,25
CNJ12-56-73	CNJ125673	6	26	ColorPanel	NA	NA	NA	NA	CNJ125673   6,26
CNJ12-56-77	CNJ125677	7	21	ColorPanel	NA	NA	NA	NA	CNJ125677   7,21
CNJ12-56-85	CNJ125685	7	22	ColorPanel	NA	NA	NA	NA	CNJ125685   7,22
CNJ12-58-01	CNJ125801	17	21	ColorPanel	NA	NA	NA	NA	CNJ125801   17,21
CNJ12-58-03	CNJ125803	17	24	ColorPanel	NA	NA	NA	NA	CNJ125803   17,24
CNJ12-58-04	CNJ125804	17	25	ColorPanel	NA	NA	NA	NA	CNJ125804   17,25
CNJ12-58-05	CNJ125805	17	26	ColorPanel	NA	NA	NA	NA	CNJ125805   17,26
CNJ12-58-07	CNJ125807	17	27	ColorPanel	NA	NA	NA	NA	CNJ125807   17,27
CNJ12-58-09	CNJ125809	17	29	ColorPanel	NA	NA	NA	NA	CNJ125809   17,29
CNJ12-58-10	CNJ125810	18	20	ColorPanel	NA	NA	NA	NA	CNJ125810   18,20
CNJ12-58-11	CNJ125811	18	21	ColorPanel	NA	NA	NA	NA	CNJ125811   18,21
CNJ12-58-12	CNJ125812	18	22	ColorPanel	NA	NA	NA	NA	CNJ125812   18,22
CNJ12-58-13	CNJ125813	18	23	ColorPanel	NA	NA	NA	NA	CNJ125813   18,23
CNJ12-58-15	CNJ125815	18	25	ColorPanel	NA	NA	NA	NA	CNJ125815   18,25
CNJ12-58-16	CNJ125816	18	26	ColorPanel	NA	NA	NA	NA	CNJ125816   18,26
CNJ12-58-17	CNJ125817	18	27	ColorPanel	NA	NA	NA	NA	CNJ125817   18,27
CNJ12-58-20	CNJ125820	18	28	ColorPanel	NA	NA	NA	NA	CNJ125820   18,28
CNJ12-58-21	CNJ125821	19	20	ColorPanel	NA	NA	NA	NA	CNJ125821   19,20
CNJ12-58-22	CNJ125822	19	21	ColorPanel	NA	NA	NA	NA	CNJ125822   19,21
CNJ12-58-23	CNJ125823	19	23	ColorPanel	NA	NA	NA	NA	CNJ125823   19,23
CNJ12-58-24	CNJ125824	19	24	ColorPanel	NA	NA	NA	NA	CNJ125824   19,24
CNJ12-58-25	CNJ125825	19	25	ColorPanel	NA	NA	NA	NA	CNJ125825   19,25
CNJ12-58-26	CNJ125826	19	26	ColorPanel	NA	NA	NA	NA	CNJ125826   19,26
CNJ12-58-27	CNJ125827	19	28	ColorPanel	NA	NA	NA	NA	CNJ125827   19,28
CNJ12-58-28	CNJ125828	20	20	ColorPanel	NA	NA	NA	NA	CNJ125828   20,20
CNJ12-58-29	CNJ125829	20	21	ColorPanel	NA	NA	NA	NA	CNJ125829   20,21
CNJ12-58-30	CNJ125830	20	22	ColorPanel	NA	NA	NA	NA	CNJ125830   20,22
CNJ12-58-31	CNJ125831	20	23	ColorPanel	NA	NA	NA	NA	CNJ125831   20,23
CNJ12-58-32	CNJ125832	20	24	ColorPanel	NA	NA	NA	NA	CNJ125832   20,24
CNJ12-58-33	CNJ125833	20	25	ColorPanel	NA	NA	NA	NA	CNJ125833   20,25
HyRed (WC16-05)	HyRed1605	20	26	ColorPanel	NA	NA	NA	NA	HyRed1605   20,26
SD_01	SD01	1	27	ColorPanel	NA	NA	NA	NA	SD01   1,27
SD_02	SD02	4	25	ColorPanel	NA	NA	NA	NA	SD02   4,25
SD_03	SD03	5	23	ColorPanel	NA	NA	NA	NA	SD03   5,23
SD_04	SD04	5	24	ColorPanel	NA	NA	NA	NA	SD04   5,24
SD_05	SD05	6	24	ColorPanel	NA	NA	NA	NA	SD05   6,24
SD_06	SD06	7	20	ColorPanel	NA	NA	NA	NA	SD06   7,20
SD_07	SD07	7	23	ColorPanel	NA	NA	NA	NA	SD07   7,23
SD_08	SD08	7	25	ColorPanel	NA	NA	NA	NA	SD08   7,25
SD_09	SD09	7	26	ColorPanel	NA	NA	NA	NA	SD09   7,26
SD_10	SD10	8	22	ColorPanel	NA	NA	NA	NA	SD10   8,22
SD_11	SD11	8	27	ColorPanel	NA	NA	NA	NA	SD11   8,27
SD_12	SD12	9	25	ColorPanel	NA	NA	NA	NA	SD12   9,25
SD_13	SD13	9	28	ColorPanel	NA	NA	NA	NA	SD13   9,28
SD_14	SD14	12	28	ColorPanel	NA	NA	NA	NA	SD14   12,28
SD_15	SD15	13	21	ColorPanel	NA	NA	NA	NA	SD15   13,21
SD_16	SD16	13	27	ColorPanel	NA	NA	NA	NA	SD16   13,27
SD_17	SD17	13	28	ColorPanel	NA	NA	NA	NA	SD17   13,28
SD_18	SD18	14	20	ColorPanel	NA	NA	NA	NA	SD18   14,20
SD_19	SD19	14	23	ColorPanel	NA	NA	NA	NA	SD19   14,23
SD_20	SD20	14	28	ColorPanel	NA	NA	NA	NA	SD20   14,28
SD_21	SD21	15	28	ColorPanel	NA	NA	NA	NA	SD21   15,28
SD_22	SD22	16	23	ColorPanel	NA	NA	NA	NA	SD22   16,23
SD_38	SD38	4	28	ColorPanel	NA	NA	NA	NA	SD38   4,28
SD_39	SD39	5	26	ColorPanel	NA	NA	NA	NA	SD39   5,26
SD_40	SD40	7	27	ColorPanel	NA	NA	NA	NA	SD40   7,27
SD_41	SD41	9	21	ColorPanel	NA	NA	NA	NA	SD41   9,21
SD_42	SD42	10	23	ColorPanel	NA	NA	NA	NA	SD42   10,23
SD_43	SD43	10	28	ColorPanel	NA	NA	NA	NA	SD43   10,28
Stevens	Stevens19	2	26	ColorPanel	NA	NA	NA	NA	Stevens19   2,26
Stevens_1	Stevens01	19	27	ColorPanel	NA	NA	NA	NA	Stevens01   19,27
Stevens_10	Stevens10	16	24	ColorPanel	NA	NA	NA	NA	Stevens10   16,24
Stevens_11	Stevens11	2	22	ColorPanel	NA	NA	NA	NA	Stevens11   2,22
Stevens_11	Stevens12	9	26	ColorPanel	NA	NA	NA	NA	Stevens12   9,26
Stevens_12	Stevens13	14	26	ColorPanel	NA	NA	NA	NA	Stevens13   14,26
Stevens_12	Stevens14	19	22	ColorPanel	NA	NA	NA	NA	Stevens14   19,22
Stevens_13	Stevens15	18	25	ColorPanel	NA	NA	NA	NA	Stevens15   18,25
Stevens_13	Stevens16	10	22	ColorPanel	NA	NA	NA	NA	Stevens16   10,22
Stevens_14	Stevens17	17	21	ColorPanel	NA	NA	NA	NA	Stevens17   17,21
Stevens_14	Stevens18	11	25	ColorPanel	NA	NA	NA	NA	Stevens18   11,25
Stevens_2	Stevens02	8	20	ColorPanel	NA	NA	NA	NA	Stevens02   8,20
Stevens_3	Stevens03	16	27	ColorPanel	NA	NA	NA	NA	Stevens03   16,27
Stevens_4	Stevens04	6	27	ColorPanel	NA	NA	NA	NA	Stevens04   6,27
Stevens_5	Stevens05	12	21	ColorPanel	NA	NA	NA	NA	Stevens05   12,21
Stevens_6	Stevens06	13	24	ColorPanel	NA	NA	NA	NA	Stevens06   13,24
Stevens_7	Stevens07	5	21	ColorPanel	NA	NA	NA	NA	Stevens07   5,21
Stevens_8	Stevens08	7	24	ColorPanel	NA	NA	NA	NA	Stevens08   7,24
Stevens_9	Stevens09	4	24	ColorPanel	NA	NA	NA	NA	Stevens09   4,24
